Assistance,Agency,Address,City,State,Zip,County,Services,Eligibility,Hours,Phone,Website,Latitude,Longitude
Food Boxes & TEFAP Site,AURORA INTERFAITH COMMUNITY SERVICES,1553 Clinton St,Aurora,CO,80010,ADAMS COUNTY,Provides emergency food boxes for individuals and families in Aurora. Full food boxes available to all clients who meet standard requirements once every 30 days...,"Residents of the service area Area Served: City of Aurora, Denver","Monday - Thursday, 9:30 a.m. - 12:30 p.m.",(303) 360-0260,http://aurorainterfaithcommunityservices.org,39.7412088,-104.8779193
Food Bank,BENNETT COMMUNITY FOOD BANK,1100 E Colfax Ave,Bennett,CO,80102,ADAMS COUNTY,"Offers a monthly food bank and emergency food boxes. Also offers limited clothing and toiletries, as available.","Residents of the service area aged 60 and older Area Served:  Towns of Watkins, Bennett, Strasburg, Byers, Deer Trail, Ag...","1st, 3rd Saturday, 8 a.m. - 10 a.m. (Food Bank)",(303) 549-2589,No Website Listed,39.7547395,-104.4428716
Food Pantry,HELP & HOPE CENTER,1638 Park St,Castle Rock,CO,80109,DOUGLAS COUNTY,Provides emergency food that is enough for 3 meals a day for each family member for 5-7 days. Clients may request food once every 30 days...,"Residents of the service area Area Served: Douglas, Elbert counties","Monday - Friday, 9 a.m. - 4:30 p.m.",(303) 688-1114,http://helpandhopecenter.org/food-pantry,39.3854044,-104.8682504
Food Pantry,CHRISTIAN ACTION GUILD,1401 Ford St,Golden,CO,80401,JEFFERSON COUNTY,"Provides a full service food pantry, which may include: Fresh dairy Meat Fruits and vegetables Breads and pastries Canned and dry goods Clients may request food once a week for a full pantry visit...","Individuals and families residing in the service area Area Served: Zip Codes Served:  80401, 80403","Tuesday - Friday, 10 a.m. - 4 p.m. (Thrift Store ...",(303) 279-5674,http://goldencag.org,39.7548758,-105.2172251
Food Pantry,COMMUNITY MINISTRY,1755 S Zuni St,Denver,CO,80219,DENVER COUNTY,Provides emergency food for families and individuals in need.,No restrictions applied Area Served: City of Denver,"Monday, Thursday, 10 a.m. - 1 p.m.; Tuesday, 1 p....",(303) 935-3428,http://comministry-denver.org,39.6851808,-105.0160784
Food Pantry,EVERGREEN CHRISTIAN OUTREACH,27888 Meadow Dr,Evergreen,CO,80439,JEFFERSON COUNTY,Offers a self-choice food pantry to individuals in need. Also distributes The Emergency Food Assistance Program (TEFAP).,No restrictions applied Area Served: Statewide,"Monday, 10 a.m. - 6 p.m.; Tuesday - Thursday, 10 ...",(303) 670-1796,http://evergreenchristianoutreach.org,39.6367671,-105.316183
Food Pantry,BROOMFIELD FISH,6 Garden Center,Broomfield,CO,80020,BROOMFIELD COUNTY,Provides food assistance twice a month to families in need through a self-shop marketplace.,Broomfield County families whose household income is at or below 200% of the federal poverty guidelines Area Served: Bro...,"Monday - Friday, 9 a.m. - 5 p.m.",(303) 465-1600,http://broomaeldash.org,39.9233237,-105.0876702
Food Pantry,GOOD SHEPHERD PRESBYTERIAN CHURCH,10785 Melody Dr,Northglenn,CO,80234,ADAMS COUNTY,Provides a community food bank. Individuals may visit one time per month.,"No restrictions applied Area Served:  Adams, Arapahoe, Broomfield, Denver, Douglas, Jefferson counties","Hours:Tuesday - Friday, 10 a.m. - 4 p.m. (Office hours)",(720) 465-9946,http://thorntonco.gov/Pages/default.aspx,39.8918582,-104.9931389
Food Pantry,GREATER PARK HILL COMMUNITY,2823 Fairfax St,Denver,CO,80207,DENVER COUNTY,Offers a food pantry for persons living in the service area. Clients may receive food up to 24 times per calendar year.,"Residents of the service area Area Served:  Zip Codes Served:  80207, 80216, 80220","Monday, Wednesday, 10 a.m. - 1 p.m.",(303) 388-0918,http://greaterparkhillcommunity.org,39.7570034,-104.9284063
Food Assistance,IMMACULATE HEART OF MARY CATHOLIC CHURCH,11426 Pearl St,Northglenn,CO,80233,ADAMS COUNTY,"Provides hunger relief through:Monthly food baskets - Comprised of donated food and TEFAP commodities Weekly bread line- Client choice and comprised primarily of perishable food, which may include: Breads Sweets Frozen prepared foods Dairy products Produc...",Residents of the service area (Monthly Food Baskets); No restrictions applied (Bread Line) Area Served:  Statewide (Bread...,"Monday, Wednesday, Friday, 9 a.m. - 11:30 a.m.",(303) 452-2041,http://ihmco.org/ministries/outreach/foodbank/,39.9035722,-104.9789346
Food Pantry,BIENVENIDOS FOOD BANK,3810 N Pecos St,Denver,CO,80211,DENVER COUNTY,Distributes fresh and nonperishable food items.Also provides:Diapers Pet food SNAP assistance,Must be in need of adequate food and one of the following:Low-income seniors Low-income individuals or families Those out...,"1st, 2nd, 4th Thursday, 10 a.m. - 12 p.m., 3:30 p...",(303) 433-6328,http://bienvenidosfoodbank.org,39.7623504,-105.0064418
Food Pantry,SERVICIOS DE LA RAZA,3131 W 14th Ave,Denver,CO,80204,DENVER COUNTY,Offers emergency food items and pet food.,"Individuals and families that reside in the service area Area Served:  Adams, Denver, Jefferson counties","Monday - Friday, 8 a.m. - 5 p.m. (Administration ...",(303) 458-5851,http://serviciosdelaraza.org/services/essential-services/,39.7388479,-105.0272106
Food Bank,SISTER CARMEN COMMUNITY CENTER,655 Aspen Ridge Dr,Lafayette,CO,80026,BOULDER COUNTY,"Offers food assistance up to three times per month or more often in unusual circumstances. Participants choose their own items using a shopping cart, and the exact amount of food provided depends on household size...","Residents of the service area Area Served: Cities of Lafayette, Louisville, Superior, Erie","Monday - Friday, 9 a.m. - 12 p.m., 1 p.m. - 5 p.m...",(303) 665-4342,http://sistercarmen.org,40.0032157,-105.1064953
Food Pantry,THORNTON COMMUNITY FOOD BANK,8990 York St,Denver,CO,80229,ADAMS COUNTY,"Offers a 5-day supply of food for residents living in the service area. Residents may visit once a month, every month for USDA commodities...","Residents living within the service area Area Served:  Cities of Federal Heights, Northglenn, Thornton, Westminster","Monday, Wednesday, 11:30 a.m. - 3 p.m.",(303) 287-7268,No Website Listed,39.7876904,-104.9592562
Food Pantry,GRACEPOINT COMMUNITY CHURCH,90 E Orchard Rd,Centennial,CO,80121,ARAPAHOE COUNTY,Provides a community food bank to individuals in need.,No restrictions applied Area Served: Statewide,"1st, 3rd Friday, 4 p.m. - 5:15 p.m. (Food Pantry ...",(303) 798-6387,http://gracepointcc.org/missions/food-bank/,39.6095079,-104.9872532
Food Pantry,VOLUNTEERS OF AMERICA COLORADO,2877 Lawrence St,Denver,CO,80205,DENVER COUNTY,Offers emergency food boxes once per month for families who have a home.,Individuals must reside in the service area Area Served:  Statewide,"Monday - Friday, 8 a.m. - 5 p.m. (Administrative ...",(303) 295-2165 (Mission),http://voacolorado.org/gethelp-denvermetro-foodnutrition-themission,39.7606775,-104.9813693
Food Pantry,MERCY'S GATE,4360 Montebello Dr Suite 300,Colorado Springs,CO,80918,EL PASO COUNTY,Offers a 3-day supply of emergency food to families and individuals in need.,Residents of El Paso County aged 18 and older Area Served: El Paso County,"Monday - Friday, 8:30 a.m. - 6 p.m.",(719) 277-7470,http://mercysgatecs.org/accessing-services/food-pantry-2,38.8952189,-104.7561174
Food Pantry,DIVINE REDEEMER CATHOLIC CHURCH,927 N Logan Ave,Colorado Springs,CO,80909,EL PASO COUNTY,Provides a food pantry to those in need. This service is not zip code restricted.,No restrictions applied Area Served:  El Paso County,"2nd, 4th Monday, 11 a.m. - 1 p.m.",(719) 633-5559,http://divineredeemer.net,38.8461585,-104.7984524
Food Pantry,LITTLE CHAPEL OF THE HILLS,69 Co Rd 5,Divide,CO,80814,TELLER COUNTY,Provides a food pantry to those in need.,"No restrictions applied Area Served: Park, Teller counties","2nd, 4th Monday, 2 p.m. - 5 p.m.",(719) 322-7610,http://littlechapelfoodpantry.org,38.944185,-105.157657
Food Pantry,TRI-LAKES CARES,235 N Jefferson St,Monument,CO,80132,EL PASO COUNTY,Provides a food pantry. Food can be picked up once a day per household.,Individuals living in the service area Area Served: El Paso County,"Monday - Friday, 9 a.m. - 4 p.m.",(719) 481-4864,http://tri-lakescares.org,39.0921229,-104.8713442
Grocery Delivery & Pick-Up for Seniors,COMMUNITY FOOD SHARE,650 S Taylor Ave,Louisville,CO,80027,BOULDER COUNTY,Offers groceries twice a month to low-income seniors. Home-bound deliveries are available for clients who qualify.,"Seniors aged 60 or older residing in the service area Area Served: Boulder, Broomfield counties","Wednesday, Friday, 9 a.m. - 3 p.m.; Thursday, 12 ...",(303) 652-3663,http://communityfoodshare.org,39.9597454,-105.1195503
General Assistance,FRIENDS OF SAINT ANDREW,1525 Dallas St,Aurora,CO,80010,ADAMS COUNTY,Provides:Food baskets Packed lunches to-go Personal grooming items Information and referrals Mailservices,Individuals must be resident of Aurora and temporarily living with family/friends Area Served:  City of Aurora,"Monday - Friday, 10:15 a.m. - 12:30 p.m. (Packed ...",(303) 364-2329,No Website Listed,39.7407432,-104.8767468
Food Pantry,LOAVES AND FISHES,545 CO-103,Idaho Springs,CO,80452,CLEAR CREEK COUNTY,Provides a food pantry with a selection of:Fresh produce Meat Dairy Dry goods Lunch is also served on days when the food bank is open.,"No restrictions applied Area Served: Clear Creek, Gilpin counties","Thursday, 11 a.m. - 4 p.m., Friday, 12 p.m. - 6 p...",(303) 567-4450,http://loavesandashesco.net,39.7367501,-105.5246371
Food Pantry,DILLON COMMUNITY CHURCH,371 La Bonte St,Dillon,CO,80435,SUMMIT COUNTY,Provides food for those in need.,Must be residents of the service area. Area Served: Summit County,"Monday, 4:30 p.m. - 6 p.m., Wednesday, 4:30 p.m. ...",(970) 468-2461,http://dillonchurch.org/resources#foodbank,39.6308147,-106.0437011
Food Bank Network,LA PUENTE,513 6th Ave,Alamosa,CO,81101,ALAMOSA COUNTY,Provides a food pantry to those in need. This service is for those living in Alamosa County.,No restrictions applied Area Served: Alamosa County,"Monday - Friday, 12 p.m. - 4 p.m.",(719) 589-4567,http://lapuentehome.org,37.634134,-105.7553062
Food Pantry,GROWING HOME,3489 W 72nd Ave 112,Westminster,CO,80030,ADAMS COUNTY,Provides food for individuals and families twice a month. Items vary weekly but may include: Fresh fruits and vegetables Meat and protein Bread Milk Eggs Diapers,No restrictions applied Area Served: Statewide,"Monday - Friday, 9 a.m. - 5 p.m.; Saturday, 9:30 ...",(720) 407-1977,http://growinghome.org/food-pantry-updates/,39.827358,-105.031151
Daytime Emergency Shelter for Seniors,SENIOR SUPPORT SERVICES,846 E 18th Ave,Denver,CO,80218,DENVER COUNTY,"Provides: Meals, as available Telephone Mail service Computer access Transportation assistance Storage for personal items Television room Library Hygiene items",Individuals aged 60 and older Area Served:  Denver County,"Monday - Friday, 7 a.m. - 7 p.m.; Sunday, 10 a.m....",(303) 832-1622,http://seniorsupportservices.org,39.7447102,-104.9766091
Food Market,INTEGRATED FAMILY COMMUNITY SERVICES,3370 S Irving St,Englewood,CO,80110,ARAPAHOE COUNTY,Provides a no-cost grocery program that is available once a month to eligible participants.,Individuals whose income is at or below 200% of the Federal Poverty Level Area Served:  Statewide,"Hours:Monday, Tuesday, Thursday, Friday, 8:30 a.m. - 11...",(303) 789-0501,http://ifcs.org,39.634771,-105.0300469
Food Pantry,PARKER TASK FORCE FOR HUMAN SERVICES,19105 Longs Way,Parker,CO,80134,DOUGLAS COUNTY,Provides a food pantry for those in need.,"Residents of the service area Area Served:  Cities of Elizabeth, Franktown, Parker","Tuesday, Wednesday, Friday, Saturday, 9 a.m. - 1 ...",(303) 841-3460,http://parkertaskforce.org,39.525137,-104.7676353
Food Pantry,NORTHGLENN CHRISTIAN CHURCH,1800 E 105th Pl,Northglenn,CO,80233,ADAMS COUNTY,Offers a food pantry twice a week. Individuals may access the food pantry once every 30 days.,Residents of the service area Area Served:  Adams County,"Tuesday, Thursday, 10 a.m. - 11:45 a.m.",(303) 452-3787,http://northglenn.cc,39.888138,-104.964729
Emergency Food Boxes,WELD FOOD BANK,1108 H St,Greeley,CO,80631,WELD COUNTY,"Provides a box of basic food staples to qualified families or individuals in crisis. Individuals can receive a food box on an emergency basis, not more than once per week...",Individuals and families who reside in Weld County and are at or below 200% of the Federal Poverty Level Area Served:  Weld county,Hours Vary,(970) 356-2199,http://weldfoodbank.org/emergency-food-program/,40.4437132,-104.6987994
Public Health Department,MINERAL COUNTY,802 Rio Grande Ave,Creede,CO,81130,MINERAL COUNTY,"Provides a variety of services for the community, including: Communicable disease control Health education Immunizations Disaster preparedness Health care for children with special needs Family planning and health services Public health planning Food pantry for individuals in nee...",No restrictions applied Area Served:  Mineral County,"Monday - Friday, 8 a.m. - 4 p.m.",(719) 658-2416,http://mineralcounty.colorado.gov/departments/public-health,37.8469816,-106.9266408
Food Pantry,MANNA HOUSE,115 East Main Street Suite 4,Florence,CO,81126,FREMONT COUNTY,Food Pantry providing food to those in need.,"Residents of Eastern Fremont County Area Served: Eastern Fremont County, Florence","Hours:Monday, Wednesday, Friday, 10 a.m. - 1 p.m. (Food...",(719) 784-1955,https://forencemannahouse.org,38.3899568,-105.1174168
Food Pantry,LA JUNTA ASSOCIATED CHARITIES,517 Colorado Ave,La Junta,CO,81050,OTERO COUNTY,"Emergency food pantry for La Junta, Swink, and Cheraw residents.","Residents of Swink, La Junta, or Cheraw Area Served:  Cities of Cheraw, Swink, and La Junta","Monday, Wednesday and Friday, 1:00 p.m. - 2:45 p....",(719) 384-4451,No Website Listed,37.9834932,-103.5429592
Food Pantry - Cooperative Care,PUEBLO COOPERATIVE CARE CENTER,326 W 8th St,Pueblo,CO,81003,PUEBLO COUNTY,Provides a food pantry to residents of Pueblo County. Individuals can pick up food one time per month.,Low income individuals or families who reside in Pueblo County Area Served:  Pueblo County,"Monday - Thursday, 9 a.m. - 1 p.m.",(719) 543-7484,https://www.cooperativecare.org,38.2742368,-104.6106224
Food Pantry,OUTREACH UNITED RESOURCE CENTER,220 Collyer St,Longmont,CO,80501,BOULDER COUNTY,"Offers a shopping experience for households in the St. Vrain Valley through the community market. Also offers baby supplies (when available), including: Baby formula Baby wipes Diapers","Individuals must reside in the St. Vrain Valley School District boundary area Area Served:  Zip codes Served:  80501, 8050...","Monday - Friday, 8 a.m. - 5 p.m.",(303) 772-5529,http://ourcenter.org,40.163139,-105.0977363
Commodities and Food Assistance,FOOD BANK FOR LARIMER COUNTY,2600 N Lincoln Ave,Loveland,CO,80538,LARIMER COUNTY,Provides a client choice food pantry for individuals in need. Also distributes the Commodities Supplemental Food Program (CSFP) to eligible seniors and The Emergency Food Assistance Program (TFAP)...,Low-income residents of Larimer County Area Served: Larimer County,"Tuesday, Thursday - Saturday, 10 a.m. - 3 p.m.; W...",(970) 493-4477,http://foodbanklarimer.org/our-programs,40.4193724,-105.0711042
Food Distribution,WELLINGTON FOOD PANTRY,3161 County Rd 62E Ste E Bldg 62,Wellington,CO,80549,LARIMER COUNTY,Provides food boxes to low-income individuals.,"Residents of the service area Area Served: Cities of Wellington, Fort Collins Residents North of Vine St","1st, 3rd Thursday, 3 p.m. - 4:30 p.m.",(970) 776-6763,No Website Listed,40.703873,-105.017868
Clothing and Food Assistance,SALVATION ARMY FORT COLLINS,3901 S Mason St,Fort Collins,CO,80525,LARIMER COUNTY,"Provides food boxes and clothing for individuals in need. When available, also provides: Hygiene items Diapers and wipes Pet food Period kits","Low-income individuals and families in need Area Served: Cities of Fort Collins, Wellington, Laporte, Timnath, Bellvue, ...","Monday, Wednesday, Thursday, 10 a.m. - 12 p.m., 1...",(970) 207-4472 Ext 201,http://fortcollins.salvationarmy.org/fort_collins_corps/overcome-poverty,40.533596,-105.0800634
Emergency Assistance,HOUSE OF NEIGHBORLY SERVICE,1511 E 11th St,Loveland,CO,80537,LARIMER COUNTY,"Provides basic needs assistance, such as:Monthly food baskets (based on family size)Baby formula and diapers Clothing and household items Prescription assistance Bus tokensGas vouchers for medical or job-related appointments (must be able to confirm...",Individuals must reside in the service area and have a maximum household income of 70% AMI. Area Served:  Cities of Berthoud,"Monday - Wednesday, 9 a.m. - 4 p.m.; Thursday, 9 ...",(970) 667-4939 (Loveland Office),http://honservice.org/programs/crisis-prevention.html,40.4033803,-105.0564413
Food Assistance,LIFTUP OF ROUTT COUNTY,2095 Curve Ct,Steamboat Springs,CO,80487,ROUTT COUNTY,"Provides food assistance, including: Food bank for the general communityThe Commodity Supplemental",Food ProgramThe Emergency Food Assistance Program for low-income household...,Individuals must be residents of Routt County. Additional eligibility requirements may apply. Area Served:  Routt County,"Monday - Friday, 12 p.m. - 5 p.m.",(970) 870-8804,40.4997789,-106.8575036
Food Pantry,HAYDEN CONGREGATIONAL FOOD BANK,202 E Jefferson Ave,Hayden,CO,81639,ROUTT COUNTY,Provides food to individuals and families who do not have enough food supplies to last until their next paycheck or until SNAP benefits are re-issued...,Families or individuals in need of food residing in Hayden Area Served:  City of Hayden,"Monday - Sunday, 9 a.m. - 5 p.m. (By Appointment ...",(970) 276-3510,http://haydencongoice.wixsite.com/hccucc,40.4965193,-107.2524285
Food Pantry,INTERFAITH FOOD BANK,517 Breeze St,Craig,CO,81625,MOFFAT COUNTY,Provides one week of food up to three times per year for eligible individuals. Offers holiday baskets in December.,Residents of the service area Area Served: Moffat County,"Monday, Wednesday, Friday, 10:30 a.m. - 12 p.m.",(970) 824-7355,No Website Listed,40.5146241,-107.548402
Food Pantry - Salvation Army,SALVATION ARMY - PUEBLO COUNTY,401 S Prairie Ave,Pueblo,CO,81005,PUEBLO COUNTY,Food Pantry distribution on site to Pueblo residents. Service is a drive-through.,Low income individuals in need Area Served:  Pueblo County,Hours Vary,(719) 543-3656,https://pueblo.salvationarmy.org,38.260216,-104.644065
Clothing and Food Bank,DORCAS CIRCLE,913 Main St,Walsenburg,CO,81089,HUERFANO COUNTY,This is a service for both adults and children in need of clothing. No fees are charged but some guidelines must be followed. The food bank provides food for both residential and transient population of Huerfano County...,"Proof of residency, Must be a citizen of U.S. donations accepted Area Served:  Huerfano County","Tuesday, Friday, 10 a.m. - 12 p.m.; 12:30 p.m. - ...",(719) 738-2291,https://www.dorcascircle.org,37.6205692,-104.7793389
Food Pantry,CARING & SHARING SALIDA,220 W 4th St,Salida,CO,81201,CHAFFEE COUNTY,Provides a food pantry to those in need.,No restrictions applied Area Served:  Chaffee County,"Monday - Saturday, 10:30 a.m. - 1:30 p.m.",(719) 539-4849,http://salidacaringsharing.org,38.5347855,-105.9960964
Food Pantry,FIRST PRESBYTERIAN CHURCH OF SALIDA,7 Poncha Blvd,Salida,CO,81201,CHAFFEE COUNTY,Provides a food pantry to those in need.,No restrictions applied Area Served:  Chaffee County,"Monday - Thursday, 9 a.m. - 5 p.m.",(719) 539-6422,http://salidapresbyterian.org,38.5364245,-105.996476
Food Pantry,TIMES OF REFRESHING CHURCH,123 W Ohio Ave,Fountain,CO,80817,EL PASO COUNTY,Provides a food pantry to those in need.,No restrictions applied Area Served: El Paso County,"2nd, 4th Saturday, 1 p.m. - 2:30 p.m.",(719) 382-0508,No Website Listed,38.6831943,-104.7010782
Food Pantry,SALVATION ARMY COLORADO SPRINGS CORPS,908 Yuma St,Colorado Springs,CO,80909,EL PASO COUNTY,Provides a food pantry to those in need.,No restrictions applied Area Served: El Paso County,"Monday - Friday, 9 a.m. - 4 p.m.",(719) 636-3891,http://coloradosprings.salvationarmy.org,38.845428,-104.7786897
Food Pantry,PALACE OF PEACE CHURCH,1150 Aeroplaza Dr,Colorado Springs,CO,80916,EL PASO COUNTY,Provides a food pantry to those in need.,No restrictions applied Area Served: El Paso County,"2nd, 4th Sunday, 1 p.m. - 2 p.m.",(719) 591-2094,http://placeofpeacechurch.com/,38.8163033,-104.7323427
Food Bank,SALVATION ARMY DENVER,1080 Birch St,Broomfield,CO,80020,BROOMFIELD COUNTY,Offers a food bank for individuals living in the service area.,"Residents of the service area Area Served: Boulder, Broomfield counties",Hours Vary,(303) 635-3018 (Food Pantry),http://denver.salvationarmy.org/,39.9314618,-105.0584944
Food Pantry,TRUE SPIRIT BAPTIST CHURCH,5120 Astrozon Blvd,Colorado Springs,CO,80916,EL PASO COUNTY,Provides a food pantry to those in need. This service is not zip code restricted.,No restrictions applied Area Served: El Paso County,"Friday, 11 a.m. - 2 p.m.",(719) 575-9287,http://truespiritbaptistchurch.com,38.7997178,-104.7338407
Food Pantry,JEWISH FAMILY SERVICE OF COLORADO,3201 S Tamarac Dr,Denver,CO,80231,DENVER COUNTY,Provides a pantry and food boxes. Clients may visit the pantry twice a month.,Must fall within the income guideline:Household Size Monthly Gross Income 60% of State Median Income (Maximum monthly ...,"Monday - Thursday, 8:15 a.m. - 4:45 p.m.; Friday,...",(833) 340-1096,https://newclient.link2feed.com/,39.6569728,-104.9000373
Food Bank,HOPE STARTS HERE FOOD BANK,19401 E Chenango Dr,Centennial,CO,80015,ARAPAHOE COUNTY,Provides a bi-monthly drive-up community food pantry.,No restrictions applied Area Served: Statewide,"Saturday, Hours Vary",(303) 328-3464,http://hshfoodbank.org/,39.6279548,-104.7617029
Food Pantry,ORCHARD MESA BAPTIST CHURCH,2748 B 1/2 Rd,Grand Junction,CO,81503,MESA COUNTY,Provides a food box to those in need once a month and up to 3 times per calendar year. Additional assistance can be granted on case by case basis by the food pantry director...,No restrictions applied Area Served: Mesa County,"Monday - Saturday, 10 a.m. - 5 p.m.",(970) 242-2355,http://ombcgj.com/,39.0415079,-108.5435434
Food Pantry,VAIL VALLEY SALVATION ARMY,322 E Beaver Creek Blvd,Avon,CO,81620,EAGLE COUNTY,"Provides a food box to individuals, seniors and families in need. - Year-round, non-perishable food baskets, diapers, and some toiletries at the main Avon food pantry...",No restrictions Area Served: Eagle County,"Monday - Friday, 10:00 am - 4:00 pm",(970) 748-0704,http://salvationarmyvail.org,39.6275596,-106.5036932
Food Pantry,MT. CALVARY LUTHERAN CHURCH,1318 N Circle Dr,Colorado Springs,CO,80909,EL PASO COUNTY,Provides a food pantry to those in need.,No restrictions applied. Area Served:  El Paso County,"Wednesday, 10 a.m. - 1 p.m.",(719) 634-1053,No Website Listed,38.8513738,-104.7762245
Food and Clothing Assistance,SAINT JOHN'S LUTHERAN CHURCH,305 E Elizabeth St,Fort Collins,CO,80524,LARIMER COUNTY,"Offers food and clothing assistance, including: Perishable food (as available) Non-perishable food to individuals Cleaning and hygiene products Small household items are occasionally available, depending upon donation...",Individuals that have a financial need or hardship Area Served:  Larimer County,"Tuesday, 9 a.m. - 11 a.m.",(970) 482-5316,http://stjohnsfc.org,40.5739532,-105.0735276
Food Pantry,SERVE 6.8 RESOURCE CENTER,1601 W Drake Rd,Fort Collins,CO,80526,LARIMER COUNTY,Provides food for those in need. Select locations also provide: Hygiene items Cleaning supplies Pet food,"No restrictions applied Area Served: Larimer, Weld counties","Friday, 1 p.m. - 4 p.m.",(970) 449-5401,http://serve68.org/resource-center/,40.5522443,-105.1063166
Food and Clothing Pantry,METROPOLITAN COMMUNITY CHURCH OF THE ROCKIES,980 Clarkson St,Denver,CO,80218,DENVER COUNTY,Provides a food and clothes pantry to those in need. Also serves as a distribution location for The Emergency Food Assistance Program (TEFAP)...,"No restrictions applied Area Served: Adams, Arapahoe, Broomfield, Denver, Douglas, Jefferson counties","2nd, 3rd, 4th Monday, 3 p.m. - 5 p.m. (Food Pantry",(303) 860-1819,http://facebook.com/groups/MCCRFoodPantry,39.7317733,-104.977256
Food Pantry,MOUNTAIN RESOURCE CENTER,11030 Kitty Dr,Conifer,CO,80433,JEFFERSON COUNTY,Provides a food pantry for individuals and families in need.,No restrictions applied Area Served: Jefferson County,"Monday - Thursday, 9 a.m. - 5 p.m.",(303) 838-7552,http://mrcco.org,39.5173658,-105.3096357
Food Pantry and TEFAP/Commodities,SHARING MINISTRIES FOOD BANK,49 N 1st St,Montrose,CO,81401,MONTROSE COUNTY,Provides food boxes once a month to in need.Also acts as a pick-up site for TEFAP and Commodities (Evergreen Boxes).,"No restrictions applied Area Served: Delta, Montrose, Ouray, San Miguel counties","Monday - Friday, 9:30 am -12:30 pm",(970) 240-8385,http://sharingministries.com,38.4794827,-107.8785885
Food Pantry,SOUTHEAST BAPTIST CHURCH,4393 Airport Rd,Colorado Springs,CO,80916,EL PASO COUNTY,Provides a food pantry to those in need.,No restriction applied Area Served:  El Paso County,"Saturday, 8 a.m. - 11 a.m.",(719) 380-7060,http://southeastbaptistchurchcs.com,38.8252214,-104.7471192
Senior Food Pantry,SILVER KEY SENIOR SERVICES,1605 S Murray Blvd,Colorado Springs,CO,80916,EL PASO COUNTY,Provides food to seniors in need.,Individuals aged 60 and older who meet income eligibility requirements Area Served:  El Paso County,"Monday - Friday, 8 a.m. - 5 p.m.",(719) 884-2300,http://silverkey.org/services/senior-assistance/food-pantry/,38.8099777,-104.7490379
Food Pantry - Valley Community Church,CARE AND SHARE - PUEBLO DISTRIBUTION CENTER,4523 Mercantile St,Colorado City,CO,81019,PUEBLO COUNTY,MOBILE PANTRY - Care and Share food pantry providing food to those in need,Residents of Pueblo County Area Served:  Pueblo County,"Hours vary, see Service for specified Hours",(719) 676-3830,No Website Listed,37.9476778,-104.8311935
Food Pantry,HOLY CROSS LUTHERAN CHURCH,4125 Constitution Ave,Colorado Springs,CO,80909,EL PASO COUNTY,Offers a food pantry for those in need.,No restrictions applied Area Served: El Paso County,"Monday - Friday, 9 a.m. - 3 p.m.",(719) 596-0661,http://holycrosscs.org,38.8609108,-104.7488155
Food Pantry,SALVATION ARMY FOUNTAIN VALLEY CORPS,208 Cunningham Dr,Colorado Springs,CO,80911,EL PASO COUNTY,Provides a food pantry for individuals in need.,No restrictions applied Area Served: El Paso County,"Monday, Wednesday, Friday, 9 a.m. - 12 p.m., 1 p....",(719) 382-1182,http://fountainvalley.salvationarmy.org,38.764623,-104.74479
Food Pantry,CLIFTON CHRISTIAN CHURCH,3241 F 1/4 Rd,Clifton,CO,81520,MESA COUNTY,Provides a food box to those in the community. Clients can receive food once every 30 days.,No restrictions applied Area Served: Mesa County,"Wednesday, 9 a.m. - 11:30 a.m., 12:30 p.m. - 3 p....",(970) 434-7392,http://cliftonchristianchurch.com,39.0945871,-108.4512434
Food Pantry,FRESH START CENTER,7375 Adventure Way,Colorado Springs,CO,80923,EL PASO COUNTY,Provides a food pantry to those in need.,"Residents of the service area Area Served:  Zip Codes Served:  80106, 80132, 80808, 80818,","80821, 80828, 80830, 80831, 808...","Tuesday, Thursday, 10 a.m. - 4 p.m.; 1st Wednesda...",(719) 495-3123,38.9408625,-104.6921985
Food and Clothing Assistance,FORT LUPTON FOOD AND CLOTHING BANK,421 Denver Ave,Fort Lupton,CO,80621,WELD COUNTY,Offers food boxes and quality clothing to Colorado residents and individuals experiencing homelessness.,Must be a resident of the service area. Children aged 16 and younger will need to be accompanied by someone aged 18 and...,"Monday - Friday, 8:30 a.m. - 4:30 p.m.",(303) 857-1096,http://FLFCB.org,40.0838691,-104.8107966
Food Pantry - Luv In Action,LUV IN ACTION,1100 Spruce St,Pueblo,CO,81004,PUEBLO COUNTY,Provides food to those in need by appointment only,People in need of food or who are waiting to receive SNAP benefits Area Served: Pueblo County,"Thursday, 10 a.m. - 12 p.m. (By Appointment Only)...",(719) 542-0549,No Website Listed,38.247727,-104.617225
Food Bank,COMMUNITY UNITED METHODIST CHURCH,195 S. Main Street,Keenesburg,CO,80643,WELD COUNTY,Provides a food bank where individuals and families in need can receive food once a month.,"Must be a resident of the service area Area Served: Towns of Hudson, Keenesburg, Roggen, Prospect Valley",Hours Vary,(303) 732-4319,http://cumckeenesburg.org,40.106841,-104.519781
Food Program,RURAL COMMUNITIES RESOURCE CENTER,204 S Main St,Yuma,CO,80759,YUMA COUNTY,Offers emergency food assistance to individuals and families including: Perishable foods Non-perishable food Personal care items,"Residents of the service area Area Served: Washington, Yuma counties","Monday - Thursday, 9 a.m. - 5 p.m.; Friday, 9 a.m...",(970) 848-3867 (Yuma),http://rcrcenter.org/,40.1241729,-102.7238903
